,Edad,Género,Horas_de_uso _de_la_tecnología,Horas_de_uso_de_las_redes_sociales,Horas_de_juego,Horas_de_tiempo_en_pantalla,Estado_de_salud_mental,Nivel_de_estrés,Horas_de_sueño,Horas_de_actividad_física,Acceso_a_sistemas_de_soporte,Impacto_en_el_entorno_laboral
356,27,Hombre,3.38,0.04,0.39,7.47,Buena,Alto,4.61,0.09,Si,Negativo
357,21,Otro,7.71,7.41,2.56,6.69,Neutral,Alto,4.2,2.56,Si,Positivo
358,41,Otro,11.63,5.67,4.46,13.34,Neutral,Alto,6.65,2.67,No,Positivo
359,37,Hombre,1.17,4.36,3.3,11.77,Excelente,Alto,7.31,0.58,Si,Negativo
360,23,Otro,8.64,2.12,2.5259352591682034,14.2,Buena,Alto,7.68,2.73,Si,Positivo
361,25,Otro,1.26,0.21,4.83,6.41,Excelente,Bajo,4.74,4.35,Si,Neutral
362,59,Otro,3.29,5.77,3.89,8.26,Excelente,Bajo,8.45,6.85,Si,Negativo
363,45,Otro,4.01,0.11,3.66,4.83,Neutral,Alto,8.92,1.51,Si,Negativo
365,32,Mujer,7.01,0.01,2.84,13.13,Buena,Bajo,6.09,0.55,No,Positivo
366,22,Mujer,9.75,3.47,1.85,6.53,Buena,Alto,6.81,4.24,No,Neutral
367,36,Hombre,4.53,7.57,0.78,6.74,Neutral,Alto,7.28,4.7,No,Positivo
368,33,Mujer,6.29,3.69,0.26,2.37,Excelente,Medio,4.02,6.66,No,Negativo
370,62,Hombre,4.92,3.43,1.64,11.72,Buena,Bajo,6.64,0.27,Si,Positivo
371,65,Hombre,4.34,1.95,1.24,5.32,Neutral,Medio,5.95,0.96,Si,Neutral
372,57,Mujer,10.64,6.12,3.07,11.69,Excelente,Bajo,8.71,9.25,Si,Neutral
373,64,Hombre,6.73,3.03,2.5,2.28,Mala,Alto,8.81,4.66,No,Neutral
374,32,Mujer,5.41,7.93,0.48,2.25,Neutral,Bajo,8.3,8.24,Si,Neutral
375,34,Otro,8.08,3.5,0.77,6.67,Neutral,Bajo,5.77,0.61,No,Negativo
376,59,Hombre,3.05,2.17,0.53,7.71,Mala,Alto,5.99,1.51,No,Negativo
377,54,Hombre,8.06,7.43,4.05,5.53,Neutral,Medio,7.38,1.78,Si,Negativo
381,34,Hombre,3.1,1.29,2.67,1.61,Neutral,Medio,8.8,9.01,Si,Neutral
382,30,Otro,8.05,1.18,4.13,12.27,Mala,Bajo,8.31,6.57,No,Neutral
383,60,Hombre,9.71,3.66,3.0,10.61,Mala,Bajo,6.3,5.18,Si,Negativo
384,54,Mujer,7.2,7.48,1.35,6.78,Excelente,Medio,4.09,0.68,Si,Positivo
385,48,Otro,5.91,7.83,4.72,2.52,Mala,Bajo,4.27,3.08,No,Neutral
386,43,Hombre,1.01,0.23,2.57,1.45,Mala,Medio,8.47,8.23,Si,Negativo
387,49,Mujer,2.48,4.19,0.88,8.6,Excelente,Medio,5.3,6.5,No,Neutral
388,55,Hombre,3.4,7.19,1.78,7.01,Buena,Medio,5.66,3.63,Si,Neutral
389,53,Otro,3.91,1.24,2.56,1.41,Excelente,Alto,5.62,0.94,Si,Neutral
390,54,Hombre,6.17,4.33,2.81,5.14,Neutral,Alto,5.48,2.18,Si,Negativo
391,61,Mujer,5.97,6.59,3.62,8.09,Excelente,Alto,6.5,8.74,No,Positivo
392,24,Mujer,2.3,1.33,3.21,5.23,Neutral,Bajo,8.25,1.28,No,Neutral
393,49,Mujer,11.77,6.77,1.15,7.69,Buena,Alto,5.86,3.83,No,Positivo
394,30,Hombre,11.01,7.09,0.13,13.94,Neutral,Bajo,6.98,8.75,Si,Negativo
395,28,Hombre,7.48,2.84,0.18,6.13,Excelente,Medio,8.23,4.05,No,Positivo
397,35,Mujer,1.34,4.4,4.65,12.29,Excelente,Medio,8.33,7.02,Si,Neutral
398,25,Otro,11.02,3.13,3.9,10.22,Excelente,Alto,5.7,8.95,Si,Neutral
399,64,Otro,11.14,6.65,4.64,10.67,Excelente,Alto,5.53,5.005510655408122,Si,Positivo
400,60,Hombre,10.1,3.25,1.25,10.47,Mala,Alto,6.21,4.28,No,Negativo
402,54,Hombre,2.83,1.56,0.01,6.92,Excelente,Bajo,5.36,4.8,No,Neutral
403,19,Hombre,10.63,3.3,0.08,6.74,Buena,Medio,6.12,9.36,No,Neutral
404,45,Hombre,7.76,2.66,4.21,9.37,Mala,Bajo,4.68,4.33,No,Negativo
405,46,Mujer,3.64,6.18,5.0,14.66,Excelente,Alto,7.65,0.73,No,Positivo
407,39,Hombre,11.92,1.87,0.87,9.82,Mala,Bajo,7.64,7.2,Si,Neutral
408,46,Hombre,3.56,0.43,0.32,7.48,Mala,Alto,6.2,2.68,No,Positivo
409,47,Hombre,8.95,4.38,0.15,14.29,Neutral,Medio,5.39,4.94,No,Positivo
411,40,Mujer,9.51,6.48,3.97,5.35,Buena,Bajo,7.55,4.03,No,Negativo
412,38,Otro,6.01,4.55,4.53,3.8,Mala,Medio,8.88,1.71,No,Negativo
413,30,Otro,1.41,1.86,2.39,11.83,Buena,Bajo,5.26,2.42,No,Neutral
414,53,Mujer,5.22,4.2,2.5259352591682034,11.14,Mala,Bajo,8.55,6.99,Si,Neutral
415,44,Mujer,7.71,0.86,3.88,12.9,Buena,Medio,5.47,2.49,Si,Positivo
416,29,Otro,5.81,7.2,0.0,4.77,Excelente,Medio,8.69,2.36,No,Positivo
417,54,Hombre,11.52,1.25,2.59,6.47,Buena,Medio,8.81,9.88,No,Positivo
418,24,Mujer,5.89,2.5,3.12,7.965271254230335,Buena,Alto,7.05,9.07,Si,Positivo
419,22,Mujer,6.5,4.67,2.33,1.78,Buena,Bajo,5.29,0.11,No,Negativo
420,28,Otro,4.69,6.8,2.82,8.46,Neutral,Medio,5.25,2.96,No,Neutral
421,47,Mujer,2.99,0.38,4.71,2.06,Buena,Bajo,6.49,2.31,Si,Positivo
422,54,Mujer,1.19,6.0,1.88,13.31,Neutral,Bajo,4.91,0.74,Si,Negativo
423,45,Hombre,5.83,5.35,2.63,6.62,Buena,Bajo,4.89,0.77,No,Positivo
425,63,Mujer,1.16,0.96,1.31,10.45,Neutral,Medio,7.79,5.0,Si,Positivo
426,54,Otro,7.69,3.38,3.85,1.01,Neutral,Medio,8.36,4.02,No,Positivo
428,30,Otro,10.01,3.95,1.25,7.965271254230335,Buena,Bajo,5.38,7.45,No,Negativo
429,54,Mujer,1.44,6.62,2.49,6.87,Mala,Bajo,5.02,8.34,Si,Negativo
430,31,Mujer,9.99,4.48,2.5259352591682034,7.24,Buena,Bajo,8.12,1.4,No,Neutral
431,60,Mujer,5.32,1.2,4.84,9.74,Neutral,Bajo,8.75,7.42,Si,Negativo
432,64,Otro,8.44,7.62,1.57,13.08,Excelente,Medio,5.15,2.18,Si,Negativo
433,22,Otro,2.21,2.19,4.19,10.49,Neutral,Alto,6.23,6.67,No,Neutral
435,41,Hombre,7.07,2.31,2.41,5.94,Excelente,Bajo,6.33,0.78,No,Neutral
440,21,Otro,11.77,2.57,4.28,7.965271254230335,Neutral,Medio,6.64,3.57,No,Neutral
442,58,Mujer,6.78,2.66,2.12,10.43,Buena,Medio,7.15,1.92,Si,Negativo
444,32,Otro,4.81,0.52,2.72,11.5,Excelente,Bajo,4.84,8.37,No,Neutral
445,21,Mujer,7.84,3.71,3.47,3.06,Buena,Bajo,5.37,2.82,Si,Negativo
447,43,Otro,8.43,5.01,0.56,6.99,Neutral,Medio,7.76,8.11,Si,Negativo
448,62,Otro,6.77,7.81,1.06,6.48,Buena,Alto,7.21,8.09,Si,Neutral
449,33,Hombre,3.89,6.66,4.55,7.25,Mala,Alto,6.52,4.78,No,Neutral
452,62,Hombre,4.56,3.05,3.67,14.06,Neutral,Medio,8.51,8.16,No,Positivo
453,36,Mujer,7.05,1.72,2.03,13.04,Mala,Alto,5.03,0.13,No,Positivo
454,54,Hombre,2.36,4.13,2.78,7.27,Mala,Medio,8.77,6.12,No,Negativo
455,65,Hombre,7.52,6.43,1.76,5.6,Mala,Medio,6.08,9.45,Si,Positivo
456,22,Otro,4.66,1.26,4.37,13.71,Buena,Medio,6.38,2.58,Si,Negativo
458,41,Otro,8.77,4.64,4.64,9.89,Neutral,Bajo,6.56,5.01,No,Neutral
459,65,Mujer,11.72,6.26,4.61,14.62,Neutral,Bajo,8.28,3.98,No,Positivo
460,40,Mujer,1.01,1.04,4.81,6.31,Mala,Bajo,5.94,2.26,Si,Negativo
461,60,Otro,3.47,7.5,1.13,9.05,Mala,Medio,4.56,2.8,Si,Negativo
462,32,Otro,4.91,4.31,0.91,14.55,Excelente,Alto,5.65,4.14,No,Negativo
464,41,Hombre,5.14,0.81,4.47,3.18,Mala,Medio,6.500054364240411,0.13,No,Neutral
465,40,Mujer,10.98,0.41,2.79,4.6,Mala,Alto,7.15,2.73,Si,Neutral
466,34,Mujer,5.73,6.9,2.57,14.77,Excelente,Bajo,4.45,9.78,Si,Positivo
467,61,Mujer,9.34,3.79,3.69,5.47,Excelente,Bajo,5.27,2.63,Si,Neutral
468,23,Hombre,7.55,2.91,2.43,4.93,Mala,Bajo,5.61,1.34,Si,Positivo
469,36,Mujer,11.87,2.47,3.22,8.7,Buena,Medio,5.37,7.97,No,Neutral
470,58,Otro,9.22,0.81,2.07,13.51,Mala,Medio,8.27,1.67,No,Negativo
471,36,Otro,3.74,6.59,4.56,7.51,Buena,Bajo,4.65,2.69,No,Negativo
472,47,Hombre,4.08,1.9,0.78,8.3,Mala,Bajo,8.59,1.93,No,Negativo
473,51,Mujer,10.59,7.6,2.5259352591682034,9.18,Mala,Bajo,5.03,5.44,Si,Neutral
474,60,Hombre,4.56,6.41,0.81,1.04,Buena,Alto,7.94,1.94,No,Negativo
475,42,Mujer,8.99,3.79,2.39,3.46,Neutral,Alto,5.16,5.57,Si,Positivo
476,49,Otro,3.58,3.72,2.02,14.5,Excelente,Medio,7.19,9.59,Si,Positivo
478,31,Otro,7.47,7.44,0.71,3.07,Buena,Alto,7.96,8.03,Si,Positivo
479,25,Otro,8.35,4.56,1.02,10.42,Mala,Medio,6.47,9.83,Si,Positivo
480,33,Otro,10.91,6.72,2.16,3.73,Buena,Bajo,4.56,6.67,No,Positivo
481,54,Otro,2.19,4.28,3.15,6.58,Mala,Medio,4.31,9.58,No,Positivo
483,20,Hombre,4.98,5.31,2.46,14.94,Mala,Bajo,4.94,1.31,No,Neutral
484,21,Hombre,11.84,5.01,4.8,8.42,Buena,Alto,5.91,3.16,No,Negativo
485,36,Otro,5.81,5.12,3.86,13.85,Excelente,Alto,5.0,4.0,No,Positivo
486,30,Otro,1.67,1.4,3.21,10.81,Mala,Alto,7.82,5.84,Si,Neutral
487,56,Hombre,6.39,1.49,2.97,11.84,Neutral,Bajo,4.05,8.23,No,Positivo
490,50,Hombre,5.73,1.31,3.8,7.91,Buena,Alto,8.28,9.35,Si,Positivo
491,60,Mujer,10.92,6.72,4.72,7.93,Mala,Medio,5.46,4.81,Si,Negativo
492,38,Otro,5.62,2.26,0.15,3.32,Mala,Bajo,4.88,5.6,Si,Negativo
493,57,Otro,7.81,2.9,3.12,3.72,Mala,Bajo,4.55,0.94,No,Neutral
495,43,Otro,4.6,7.35,2.73,12.63,Neutral,Alto,4.21,9.86,Si,Neutral
496,36,Mujer,9.05,3.5,4.98,9.17,Mala,Alto,4.36,7.31,Si,Negativo
497,61,Hombre,3.67,7.71,0.15,5.89,Mala,Alto,5.03,5.05,No,Negativo
498,51,Mujer,8.06,2.73,2.83,14.15,Buena,Bajo,5.7,5.46,No,Positivo
499,62,Hombre,5.83,6.49,3.67,6.13,Neutral,Alto,6.81,1.62,Si,Positivo
500,43,Hombre,4.22,5.39,1.78,7.0,Excelente,Bajo,4.95,5.26,No,Neutral
501,39,Otro,9.29,0.53,1.39,3.81,Neutral,Alto,7.95,4.42,No,Positivo
502,59,Hombre,5.95,0.28,3.87,6.05,Neutral,Medio,8.91,4.06,No,Positivo
503,42,Otro,4.59,2.22,2.89,2.36,Buena,Bajo,7.78,5.93,No,Negativo
504,21,Mujer,1.56,5.29,0.64,13.59,Buena,Bajo,6.73,9.87,No,Positivo
509,45,Mujer,3.74,7.82,3.82,14.34,Mala,Bajo,6.15,5.96,Si,Neutral
511,59,Mujer,6.77,6.36,0.55,11.17,Buena,Bajo,6.39,3.25,No,Positivo
512,53,Mujer,6.58,0.58,1.2,13.79,Excelente,Bajo,6.22,4.89,Si,Neutral
513,23,Mujer,10.63,7.46,1.95,2.78,Excelente,Bajo,4.31,5.95,Si,Negativo
514,47,Hombre,8.16,4.84,3.87,1.18,Mala,Medio,4.87,3.78,Si,Positivo
515,64,Mujer,10.7,4.55,0.4,4.46,Excelente,Bajo,7.42,3.73,No,Negativo
516,19,Otro,7.91,2.28,4.45,3.68,Excelente,Alto,7.65,4.94,Si,Positivo
519,38,Otro,11.65,1.02,0.71,4.41,Neutral,Alto,5.66,9.81,Si,Neutral
520,39,Hombre,2.16,5.25,4.51,4.98,Excelente,Bajo,6.2,5.46,Si,Negativo
521,33,Hombre,5.51,2.62,1.29,1.27,Mala,Alto,5.27,4.1,Si,Positivo
522,60,Hombre,10.55,4.59,2.0,8.18,Buena,Bajo,5.05,5.42,No,Neutral
523,37,Hombre,8.46,5.13,0.51,8.68,Buena,Medio,7.24,4.43,No,Neutral
524,22,Mujer,6.2,2.71,0.29,9.77,Excelente,Bajo,8.25,0.76,No,Positivo
527,41,Mujer,4.39,7.56,3.71,3.41,Buena,Alto,8.83,8.82,No,Negativo
529,55,Mujer,10.75,0.26,1.92,1.13,Excelente,Medio,5.68,2.51,Si,Negativo
530,38,Otro,1.71,1.65,2.63,13.51,Neutral,Alto,4.4,8.2,Si,Negativo
531,41,Hombre,11.41,4.8,3.16,3.87,Excelente,Alto,5.21,5.68,No,Neutral
532,55,Otro,5.27,4.72,2.37,6.07,Buena,Bajo,8.39,1.63,No,Positivo
533,40,Otro,8.72,2.51,3.84,11.06,Excelente,Alto,7.56,6.13,Si,Negativo
534,48,Mujer,9.12,1.74,3.57,6.22,Neutral,Bajo,4.21,4.73,No,Positivo
535,19,Mujer,3.87,1.43,0.02,14.0,Buena,Bajo,6.33,5.62,No,Neutral
536,52,Hombre,9.62,0.89,3.45,5.18,Excelente,Bajo,4.12,5.23,No,Positivo
537,27,Otro,8.18,3.14,2.5259352591682034,8.72,Excelente,Medio,6.2,2.75,Si,Negativo
538,24,Otro,9.22,4.92,2.42,1.48,Neutral,Medio,5.66,1.13,No,Neutral
539,61,Otro,10.49,6.72,0.06,12.36,Buena,Bajo,6.92,0.18,No,Positivo
541,30,Hombre,11.79,4.64,0.43,14.66,Excelente,Medio,6.02,6.36,No,Negativo
542,41,Hombre,2.55,1.28,2.07,5.79,Mala,Medio,7.26,1.08,No,Positivo
543,37,Hombre,1.04,0.65,2.33,14.32,Buena,Bajo,7.67,1.18,No,Positivo
544,23,Otro,11.77,3.48,0.35,7.5,Neutral,Bajo,5.66,1.98,Si,Negativo
545,34,Mujer,10.58,1.0,3.17,11.75,Neutral,Bajo,5.33,5.32,No,Neutral
546,35,Mujer,4.21,3.71,1.24,9.05,Neutral,Alto,8.38,9.12,No,Positivo
547,28,Mujer,5.96,1.7,4.74,6.89,Excelente,Bajo,6.84,8.55,No,Neutral
548,39,Otro,10.93,5.15,3.97,2.14,Buena,Medio,6.43,3.77,No,Positivo
550,24,Mujer,10.56,1.64,3.62,12.55,Excelente,Bajo,4.17,5.61,Si,Negativo
551,42,Otro,6.443269288803943,2.1,2.07,7.3,Mala,Alto,8.25,5.54,Si,Positivo
554,40,Hombre,3.71,6.14,3.63,4.61,Buena,Alto,8.51,4.97,Si,Positivo
555,31,Mujer,4.94,0.77,0.56,1.03,Buena,Bajo,8.47,2.81,No,Neutral
556,58,Otro,9.05,5.17,2.25,8.23,Buena,Alto,4.12,3.26,Si,Neutral
559,28,Hombre,4.75,0.99,2.5259352591682034,9.8,Mala,Alto,5.01,5.81,Si,Neutral
560,55,Otro,6.48,6.55,0.88,7.06,Neutral,Bajo,4.49,4.15,No,Positivo
561,24,Mujer,5.33,7.44,3.29,7.95,Buena,Bajo,5.97,4.21,No,Positivo
562,19,Mujer,2.73,1.61,1.8,14.85,Buena,Bajo,4.11,0.43,Si,Neutral
563,65,Hombre,3.23,7.03,0.87,14.41,Neutral,Medio,6.13,8.98,Si,Positivo
565,44,Hombre,9.91,2.95,2.77,13.57,Buena,Bajo,4.04,6.36,Si,Positivo
567,46,Mujer,1.45,7.82,0.58,1.49,Excelente,Bajo,4.24,2.08,No,Positivo
568,62,Mujer,3.51,5.68,1.53,3.11,Buena,Bajo,7.5,3.34,No,Positivo
569,34,Mujer,1.52,3.52,0.15,14.41,Neutral,Medio,6.67,9.14,Si,Positivo
570,38,Mujer,3.46,0.03,2.79,14.45,Mala,Medio,5.15,4.05,Si,Positivo
571,38,Hombre,6.25,6.56,1.73,3.99,Excelente,Medio,8.15,8.23,Si,Positivo
573,40,Otro,1.73,7.66,3.61,7.48,Mala,Bajo,8.02,6.96,No,Positivo
574,30,Mujer,10.27,0.34,0.4,7.9,Neutral,Alto,6.87,0.07,Si,Positivo
576,32,Otro,11.35,0.46,0.41,12.55,Neutral,Alto,5.81,4.87,Si,Positivo
577,38,Otro,9.52,7.38,4.35,5.97,Excelente,Alto,7.4,3.37,No,Negativo
578,50,Mujer,5.54,5.44,2.51,14.9,Buena,Bajo,4.32,4.89,No,Neutral
579,38,Mujer,11.04,0.15,1.74,12.86,Mala,Medio,7.79,8.08,No,Positivo
580,41,Otro,1.8,2.6,0.16,3.69,Excelente,Alto,7.6,0.36,Si,Positivo
582,33,Hombre,7.44,7.42,2.5259352591682034,2.12,Mala,Bajo,5.77,1.86,Si,Negativo
583,51,Hombre,6.38,6.28,3.13,14.78,Buena,Bajo,8.09,1.51,No,Neutral
584,26,Hombre,5.45,1.12,1.66,6.42,Neutral,Bajo,8.99,1.28,Si,Negativo
585,36,Hombre,11.14,6.34,1.37,6.22,Excelente,Alto,7.73,9.66,No,Negativo
586,57,Mujer,4.91,0.94,3.09,14.75,Buena,Alto,6.82,6.47,No,Positivo
587,19,Mujer,4.15,0.89,2.81,14.79,Excelente,Bajo,4.81,9.58,Si,Positivo
588,46,Otro,4.1,3.67,2.23,9.79,Neutral,Medio,7.4,2.81,No,Negativo
589,32,Mujer,5.19,4.95,4.42,3.49,Neutral,Medio,7.23,0.99,Si,Negativo
590,59,Mujer,5.84,4.87,2.3,3.01,Mala,Medio,8.39,2.82,No,Negativo
591,57,Mujer,8.85,5.62,4.18,12.4,Buena,Alto,6.38,6.39,No,Negativo
592,38,Mujer,10.15,3.49,0.8,2.5,Excelente,Medio,5.67,5.2,No,Neutral
595,39,Otro,10.21,1.64,1.23,13.01,Excelente,Bajo,4.27,8.99,No,Positivo
596,45,Mujer,6.38,5.7,1.64,9.3,Neutral,Alto,7.5,7.61,Si,Positivo
597,55,Otro,7.73,7.22,4.02,1.65,Buena,Medio,4.94,9.31,Si,Negativo
598,65,Mujer,7.76,6.66,4.37,13.9,Excelente,Bajo,4.89,0.05,No,Positivo
600,20,Mujer,4.9,5.52,1.1,6.44,Buena,Medio,8.28,2.67,Si,Negativo
601,37,Otro,11.05,6.24,2.5259352591682034,11.76,Mala,Medio,4.79,8.54,No,Positivo
603,33,Mujer,5.79,1.81,0.99,12.85,Buena,Alto,6.14,9.78,No,Negativo
605,51,Otro,2.64,4.23,4.98,11.35,Mala,Bajo,8.43,4.78,Si,Negativo
606,35,Hombre,1.3,0.4,3.75,9.95,Neutral,Bajo,5.61,1.46,No,Negativo
609,57,Hombre,4.73,3.81,1.36,14.11,Buena,Alto,8.59,2.05,No,Neutral
610,32,Hombre,8.7,6.95,4.08,6.2,Buena,Medio,5.2,6.14,No,Neutral
612,36,Mujer,10.46,3.49,0.16,14.27,Mala,Bajo,7.64,4.97,Si,Neutral
613,26,Mujer,1.18,5.6,0.3,11.49,Buena,Medio,4.76,0.24,Si,Neutral
614,65,Otro,5.67,1.88,1.06,5.41,Excelente,Alto,8.1,0.54,No,Positivo
616,50,Otro,8.24,5.62,1.89,9.84,Neutral,Bajo,4.03,4.82,Si,Neutral
617,62,Otro,10.36,2.07,2.5259352591682034,7.66,Mala,Alto,7.38,2.22,Si,Negativo
620,33,Mujer,9.83,4.24,4.69,13.42,Excelente,Bajo,8.74,2.12,No,Positivo
621,18,Otro,7.7,4.04,2.29,8.92,Buena,Bajo,6.51,5.82,No,Negativo
622,23,Hombre,6.85,2.31,1.08,5.24,Excelente,Medio,8.89,5.0,Si,Negativo
623,40,Hombre,3.33,3.15,2.75,3.5,Buena,Alto,4.38,3.95,No,Neutral
624,50,Hombre,1.66,6.21,2.14,2.35,Buena,Medio,4.58,6.86,Si,Positivo
625,52,Otro,3.75,0.86,1.09,11.37,Neutral,Alto,8.42,4.02,Si,Neutral
628,59,Otro,8.61,0.66,2.45,8.05,Neutral,Alto,6.94,1.03,Si,Negativo
629,24,Otro,5.7,5.63,1.38,8.54,Neutral,Alto,7.85,7.04,No,Neutral
630,57,Otro,10.44,2.7,1.17,11.1,Neutral,Alto,5.53,1.27,No,Positivo
631,29,Mujer,2.83,4.09,2.13,13.46,Buena,Bajo,4.58,3.35,No,Negativo
632,21,Hombre,5.58,7.05,3.61,7.24,Mala,Medio,5.27,1.27,No,Positivo
633,32,Otro,11.77,3.6,1.16,13.1,Excelente,Bajo,5.55,5.82,No,Neutral
635,65,Hombre,4.34,7.47,3.34,5.81,Neutral,Alto,4.77,9.01,Si,Neutral
636,49,Mujer,9.51,7.97,0.02,3.94,Neutral,Medio,7.7,6.01,No,Positivo
639,42,Hombre,8.85,3.35,2.41,10.16,Excelente,Alto,6.54,6.45,No,Neutral
640,63,Mujer,11.1,3.97,4.18,10.73,Mala,Bajo,5.01,8.77,Si,Negativo
641,36,Mujer,2.63,7.24,3.41,11.05,Buena,Medio,7.59,1.1,Si,Negativo
642,25,Otro,9.35,3.26,3.3,13.61,Neutral,Medio,5.09,8.9,No,Positivo
643,25,Otro,3.17,5.54,3.0,1.15,Mala,Medio,6.09,5.48,No,Positivo
644,33,Mujer,1.32,5.92,0.79,12.28,Neutral,Alto,5.0,1.57,Si,Neutral
645,34,Otro,10.18,5.85,4.04,7.965271254230335,Neutral,Bajo,4.06,3.28,No,Neutral
646,58,Hombre,5.17,5.08,3.38,9.77,Buena,Alto,5.87,7.99,No,Negativo
647,54,Hombre,6.04,0.62,2.36,6.56,Excelente,Medio,5.28,8.36,No,Positivo
648,45,Hombre,9.99,6.51,2.49,9.83,Mala,Alto,6.500054364240411,7.92,No,Positivo
649,19,Hombre,3.55,3.78,4.36,7.05,Buena,Bajo,5.09,0.24,Si,Neutral
650,32,Mujer,5.72,0.28,3.59,14.45,Excelente,Medio,8.17,9.33,Si,Positivo
651,51,Otro,2.54,2.1,2.76,2.52,Buena,Bajo,7.52,3.23,Si,Positivo
653,40,Hombre,3.99,1.44,1.17,1.93,Excelente,Alto,8.06,4.84,Si,Negativo
654,41,Hombre,6.27,5.27,0.74,12.79,Excelente,Medio,4.0,8.05,No,Positivo
655,60,Hombre,10.15,5.45,1.73,5.69,Excelente,Bajo,7.19,6.07,No,Positivo
658,42,Hombre,3.79,6.04,2.82,2.69,Excelente,Alto,6.96,7.53,No,Negativo
660,41,Hombre,3.16,1.43,1.49,4.68,Neutral,Bajo,7.98,7.64,Si,Neutral
662,52,Otro,5.05,0.49,0.6,1.47,Excelente,Alto,4.15,9.05,Si,Negativo
664,43,Hombre,5.33,4.64,4.78,10.22,Buena,Alto,6.49,5.2,Si,Negativo
665,59,Mujer,11.5,7.81,3.57,6.14,Excelente,Bajo,7.18,6.21,Si,Negativo
666,38,Hombre,7.57,7.22,2.17,4.05,Buena,Medio,7.19,7.68,Si,Positivo
669,62,Hombre,3.2,6.46,4.91,11.33,Excelente,Alto,7.95,1.11,No,Positivo
670,18,Otro,2.79,0.2,2.6,9.73,Excelente,Bajo,8.05,3.14,Si,Negativo
671,38,Otro,6.8,0.69,2.55,4.74,Excelente,Bajo,6.92,5.22,Si,Negativo
673,22,Mujer,2.53,2.63,2.5259352591682034,5.81,Neutral,Alto,5.64,6.66,No,Positivo
674,32,Mujer,4.0,4.02,1.47,4.82,Excelente,Alto,8.93,2.31,Si,Neutral
675,31,Hombre,3.87,2.26,2.35,5.38,Mala,Alto,6.6,7.66,Si,Negativo
676,56,Otro,10.07,2.1,3.93,6.04,Neutral,Medio,7.49,8.36,No,Neutral
677,22,Otro,2.55,3.9,1.09,10.1,Neutral,Bajo,6.8,3.43,No,Neutral
678,55,Otro,7.13,5.25,4.2,7.8,Neutral,Bajo,8.19,3.49,No,Neutral
679,58,Mujer,7.56,6.37,4.54,8.59,Neutral,Medio,8.62,2.23,Si,Neutral
680,27,Mujer,3.74,6.15,4.11,5.07,Mala,Alto,5.47,5.57,No,Negativo
681,53,Otro,9.81,2.12,1.73,7.08,Buena,Medio,4.41,4.55,Si,Neutral
683,28,Mujer,7.43,7.22,4.58,13.08,Buena,Bajo,4.17,7.83,Si,Neutral
684,34,Otro,7.44,0.58,1.75,4.0,Mala,Bajo,8.02,10.0,Si,Neutral
685,46,Mujer,1.25,3.56,0.66,13.87,Mala,Medio,6.53,4.17,Si,Positivo
686,34,Hombre,2.46,6.31,2.39,7.11,Buena,Alto,5.84,2.5,Si,Neutral
687,20,Mujer,10.14,6.83,3.54,10.43,Mala,Alto,4.18,3.78,Si,Positivo
690,24,Hombre,8.01,0.16,1.99,8.01,Excelente,Medio,8.12,5.04,Si,Neutral
694,54,Mujer,1.26,0.79,4.57,7.44,Buena,Alto,6.22,6.24,No,Negativo
695,45,Mujer,5.34,0.91,3.98,12.2,Mala,Bajo,4.51,5.87,Si,Negativo
696,36,Hombre,1.98,5.92,2.5259352591682034,7.53,Neutral,Medio,4.86,8.01,No,Positivo
697,48,Mujer,8.74,4.0,4.75,1.96,Neutral,Medio,4.42,7.04,Si,Neutral
698,27,Hombre,5.78,3.971435469268686,4.27,9.55,Neutral,Alto,8.82,0.96,No,Neutral
700,48,Hombre,10.22,1.28,1.07,5.37,Neutral,Bajo,6.1,0.07,No,Positivo
702,23,Hombre,7.79,3.93,1.17,9.33,Neutral,Medio,4.07,0.54,No,Negativo
703,26,Otro,8.58,2.16,3.17,10.62,Buena,Medio,8.24,6.36,No,Negativo
704,64,Mujer,2.73,1.56,2.07,11.86,Excelente,Bajo,7.88,6.61,No,Positivo
705,37,Otro,2.14,4.36,0.5,5.94,Mala,Alto,8.9,1.75,Si,Neutral
708,40,Hombre,10.23,2.73,3.28,10.69,Neutral,Bajo,4.32,8.17,Si,Neutral
710,40,Hombre,6.73,1.42,0.19,2.43,Excelente,Alto,5.42,8.11,Si,Neutral
711,61,Otro,11.77,3.31,2.49,14.02,Neutral,Bajo,5.79,8.89,No,Negativo
712,51,Otro,2.1,2.98,1.8,1.28,Neutral,Medio,4.59,5.85,Si,Neutral
713,36,Otro,11.54,4.72,1.83,5.68,Excelente,Medio,7.81,1.92,Si,Positivo
714,22,Mujer,2.67,3.09,4.93,6.33,Mala,Alto,8.31,6.31,Si,Neutral
715,55,Otro,5.53,6.84,1.88,7.99,Neutral,Medio,6.65,7.18,No,Negativo
718,52,Otro,3.4,4.26,3.28,8.92,Neutral,Alto,7.04,6.9,Si,Positivo
719,58,Mujer,5.37,5.02,0.93,1.98,Neutral,Bajo,4.25,5.19,No,Negativo
721,52,Hombre,5.28,5.52,0.2,4.65,Excelente,Alto,7.76,4.72,No,Neutral
722,20,Mujer,11.0,3.05,1.54,4.5,Buena,Medio,7.46,3.08,Si,Negativo
723,64,Mujer,7.33,3.35,4.35,13.51,Neutral,Medio,8.12,6.11,No,Neutral
