User_ID,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
USER-00266,61.0,Male,3.13,invalid,0.14,6.21,invalid,High,7.46,,No,Negative,
USER-00267,22.0,Female,5.88,1.84,2.73,7.26,Excellent,Medium,7.01,0.61,Yes,Negative,
USER-00268,22.0,Other,10.29,0.93,1.56,3.1,Fair,Low,7.45,0.29,No,Positive,
USER-00269,62.0,Other,3.78,3.58,0.72,5.14,Good,High,7.1,9.3,Yes,Neutral,
USER-00270,64.0,Other,9.84,1.13,,13.43,Good,Medium,5.26,9.32,No,Negative,
USER-00271,34.0,Female,invalid,4.77,1.27,11.44,Excellent,Low,5.68,9.69,No,Neutral,
USER-00272,33.0,Other,6.29,0.65,2.44,1.57,Excellent,High,5.21,4.16,Yes,Negative,
USER-00273,39.0,Male,invalid,,4.71,10.28,Good,Low,6.7,2.52,No,Positive,
USER-00274,23.0,Male,11.59,7.87,2.42,6.18,Excellent,Medium,4.05,1.07,No,Neutral,
USER-00275,34.0,Male,4.85,6.26,1.61,8.34,Excellent,Medium,8.12,8.44,Yes,Positive,
USER-00276,33.0,Other,11.19,6.34,1.58,5.83,Good,Medium,6.41,8.33,Yes,Negative,
USER-00277,47.0,Other,6.43,7.89,2.66,2.47,Excellent,High,4.78,9.47,No,Positive,
USER-00278,38.0,Other,9.86,1.99,0.02,13.62,Excellent,Medium,7.04,9.23,No,Neutral,
USER-00279,45.0,Male,3.04,5.23,2.16,7.5,Good,Medium,6.78,invalid,No,Neutral,
USER-00280,45.0,Other,4.7,6.21,2.84,12.73,Fair,High,6.1,2.84,No,Negative,
USER-00281,30.0,Male,9.99,7.06,4.96,7.22,Excellent,Medium,5.48,1.3,No,Neutral,
USER-00282,51.0,Male,8.94,1.64,0.55,3.8,Excellent,High,6.52,3.91,Yes,Neutral,
invalid,62.0,Male,8.04,1.04,2.56,3.01,Excellent,Medium,5.49,8.67,No,Negative,
USER-00284,56.0,Female,1.69,6.11,3.71,3.26,Poor,Low,5.76,3.95,Yes,Positive,
USER-00285,37.0,Male,1.94,3.76,2.63,1.3,Poor,Low,6.65,5.13,No,Negative,
USER-00286,27.0,Male,11.5,2.8,3.13,9.27,Excellent,invalid,5.05,3.87,No,Negative,
USER-00287,56.0,Male,3.99,4.41,0.16,10.74,Excellent,Low,4.88,1.02,Yes,Positive,
USER-00288,48.0,Other,4.36,7.37,3.0,5.29,Good,Low,7.51,1.38,Yes,Negative,
USER-00289,65.0,Female,1.76,2.33,4.02,12.11,Good,High,7.07,4.95,Yes,Positive,
USER-00290,57.0,Female,3.51,2.96,3.69,13.78,Excellent,Low,6.42,3.29,No,Neutral,
USER-00291,53.0,Other,2.07,5.3,1.35,4.5,Poor,High,8.13,7.19,No,Positive,
USER-00292,24.0,Other,9.14,5.31,0.34,3.39,Fair,Low,5.49,1.37,invalid,Positive,
USER-00293,25.0,Other,,1.47,0.89,4.77,Good,High,6.1,3.08,No,Positive,
USER-00294,64.0,Other,5.76,6.52,2.14,2.42,Excellent,High,5.11,3.42,No,Neutral,
USER-00295,42.0,Male,9.41,1.11,3.3,6.67,Fair,Low,4.75,0.46,No,Negative,
USER-00296,43.0,Other,8.58,1.9,3.47,12.92,Fair,Medium,5.7,,No,Negative,
USER-00297,32.0,Other,5.47,2.44,3.09,4.71,Excellent,High,5.91,0.85,Yes,Negative,
USER-00298,18.0,Other,5.93,3.7,2.18,13.67,Fair,Low,5.97,8.52,No,Positive,
USER-00299,28.0,Male,3.66,3.29,4.42,12.6,Fair,Low,4.97,0.28,Yes,Negative,
USER-00300,25.0,Female,9.42,0.62,2.34,6.75,Good,Low,4.32,8.43,Yes,Positive,
USER-00301,30.0,Female,11.78,5.32,0.11,4.24,Poor,High,7.56,8.58,Yes,Negative,
USER-00302,27.0,Male,4.28,6.15,4.92,14.85,Good,Low,5.22,9.7,No,Positive,
USER-00303,65.0,Other,1.49,0.21,3.89,2.4,Fair,Medium,8.67,0.7,Yes,Negative,
USER-00304,38.0,Male,7.32,3.71,3.05,2.25,Good,Low,8.36,2.52,Yes,Negative,
invalid,30.0,Other,5.61,3.44,4.64,1.89,Good,Low,7.71,7.34,Yes,Negative,
USER-00306,55.0,Other,,7.41,2.28,14.86,Excellent,Low,8.17,6.87,Yes,Negative,
USER-00307,31.0,Male,10.94,2.36,4.6,14.32,Poor,High,7.35,4.86,No,Neutral,
USER-00308,62.0,Other,2.05,0.25,,3.94,Fair,Low,5.73,8.16,invalid,Positive,
USER-00309,40.0,Other,invalid,6.47,1.61,8.06,Poor,Low,7.54,0.74,Yes,Positive,
USER-00310,34.0,Male,3.18,1.73,1.25,2.95,Fair,Medium,8.64,2.2,invalid,Negative,
USER-00311,55.0,Other,10.14,4.93,3.46,6.05,Fair,High,4.99,1.86,Yes,Positive,
USER-00312,46.0,Male,1.63,7.78,3.26,5.16,Excellent,High,4.76,7.54,Yes,Positive,
USER-00313,25.0,Female,6.3,7.1,2.08,4.06,Fair,Medium,6.15,0.48,No,Negative,
USER-00314,20.0,Female,3.92,7.35,1.06,11.5,Good,Low,8.35,3.27,No,Positive,
USER-00315,45.0,Male,4.99,7.48,0.74,6.62,Fair,Low,4.38,6.77,No,Neutral,
USER-00316,62.0,Male,10.56,0.97,4.64,2.86,Good,High,5.44,0.35,Yes,Positive,
USER-00317,48.0,Other,3.43,4.94,2.44,5.0,Good,Medium,8.52,7.88,Yes,Positive,
USER-00318,28.0,Male,7.43,7.58,0.8,11.85,Fair,Low,,9.55,Yes,Neutral,
USER-00319,56.0,Male,11.93,4.55,3.02,5.51,Excellent,Low,6.82,2.44,No,Positive,
USER-00320,62.0,Female,8.8,invalid,2.04,3.78,Good,Medium,5.68,2.68,No,Positive,
USER-00321,63.0,Male,6.39,5.49,0.96,11.52,Fair,High,4.32,2.81,No,Negative,
USER-00322,40.0,Male,7.49,4.95,3.12,1.85,Poor,Low,5.88,0.59,No,Positive,
USER-00323,60.0,Female,6.11,5.99,1.2,13.12,,High,7.48,9.08,No,Positive,
USER-00324,65.0,Female,7.75,4.62,0.18,10.38,Excellent,Medium,8.86,3.73,Yes,Positive,
USER-00325,46.0,Male,7.84,1.3,1.65,3.46,Excellent,Low,4.74,6.81,Yes,Neutral,
USER-00326,58.0,Other,10.3,3.82,4.62,12.85,Excellent,Medium,8.51,4.4,Yes,Positive,
USER-00327,61.0,Male,6.77,1.7,2.94,5.03,Excellent,Low,7.88,7.94,No,Neutral,
USER-00328,32.0,Other,3.99,0.47,1.92,4.03,Poor,Medium,5.97,6.64,No,Neutral,
USER-00329,51.0,Female,5.81,3.55,2.96,2.33,Excellent,Low,4.58,0.9,Yes,Neutral,
USER-00330,58.0,Female,10.45,1.91,0.74,7.78,Fair,Medium,7.66,8.34,Yes,Neutral,
USER-00331,25.0,Female,2.14,2.67,0.47,13.67,Excellent,High,7.42,6.0,No,Positive,
USER-00332,43.0,Other,10.34,6.18,0.03,8.49,Fair,Medium,8.56,invalid,No,Negative,
USER-00333,invalid,Male,10.29,1.57,4.04,11.27,Good,Medium,8.68,4.13,No,Negative,
USER-00334,23.0,Other,,0.49,3.99,3.73,Excellent,Low,7.0,3.15,No,invalid,
USER-00335,50.0,Male,6.73,invalid,3.19,9.41,Poor,Medium,4.58,7.34,Yes,Negative,
USER-00336,55.0,Other,4.46,4.26,1.42,4.54,invalid,,5.31,9.95,No,Negative,
USER-00337,39.0,Female,4.49,5.76,1.81,1.49,Excellent,Low,6.31,9.52,Yes,Negative,
USER-00338,29.0,Male,4.1,1.21,0.46,13.34,Fair,Medium,6.8,8.95,No,Positive,
USER-00339,35.0,Male,5.44,0.64,3.03,8.48,Fair,High,4.37,3.23,Yes,Positive,
USER-00340,20.0,Male,6.66,2.54,1.19,2.39,Poor,High,8.0,8.59,Yes,Negative,
USER-00341,41.0,Other,7.36,7.92,3.88,7.52,Good,High,4.33,6.39,Yes,Neutral,
USER-00342,51.0,Other,3.71,3.91,2.82,4.93,Fair,Low,7.94,6.86,No,Negative,
USER-00343,21.0,Other,4.43,5.02,4.62,10.86,Excellent,Medium,4.4,4.46,No,Negative,
USER-00344,39.0,Male,4.26,7.53,4.96,7.49,Poor,High,4.07,9.83,Yes,Negative,
USER-00345,20.0,Other,11.48,4.16,1.06,6.03,Poor,Low,5.61,5.89,No,Neutral,
USER-00346,25.0,Other,4.61,3.13,1.65,11.84,Good,Low,5.32,1.16,,Negative,
USER-00347,56.0,Male,4.72,1.15,4.4,2.65,Poor,Low,8.89,9.09,Yes,Negative,
USER-00348,54.0,Female,6.7,2.03,4.16,2.47,Poor,Low,7.57,6.15,Yes,Neutral,
USER-00349,35.0,Other,6.26,3.95,4.17,8.22,Good,Medium,8.08,3.08,No,Negative,
USER-00350,55.0,Female,7.55,1.15,0.88,13.36,Poor,Medium,6.82,4.75,No,,
USER-00351,60.0,Female,4.74,7.74,3.52,12.71,Poor,High,6.85,6.61,Yes,Positive,
USER-00352,32.0,Female,11.85,5.8,0.56,2.63,Poor,Medium,6.55,2.93,Yes,Neutral,
USER-00353,invalid,Other,11.53,5.13,1.42,11.91,Fair,High,5.02,0.67,Yes,Negative,
USER-00354,65.0,Male,3.81,0.26,0.39,3.28,Excellent,High,8.62,2.83,No,Neutral,
USER-00355,20.0,Male,6.27,4.99,2.23,9.03,Poor,High,7.87,invalid,Yes,Negative,
USER-00356,24.0,Other,3.12,6.83,3.32,10.11,Good,High,7.37,7.03,Yes,Positive,
USER-00357,27.0,Male,3.38,0.04,0.39,7.47,Good,High,4.61,0.09,Yes,Negative,
USER-00358,21.0,Other,7.71,7.41,2.56,6.69,Fair,High,4.2,2.56,Yes,Positive,
USER-00359,41.0,Other,11.63,5.67,4.46,13.34,Fair,High,6.65,2.67,No,Positive,
USER-00360,37.0,Male,1.17,4.36,3.3,11.77,Excellent,High,7.31,0.58,Yes,Negative,
USER-00361,23.0,Other,8.64,2.12,,14.2,Good,High,7.68,2.73,Yes,Positive,
USER-00362,25.0,Other,1.26,0.21,4.83,6.41,Excellent,Low,4.74,4.35,Yes,Neutral,
USER-00363,59.0,Other,3.29,5.77,3.89,8.26,Excellent,Low,8.45,6.85,Yes,Negative,
,45.0,Other,4.01,0.11,3.66,4.83,Fair,High,8.92,1.51,Yes,Negative,
USER-00365,48.0,Female,7.86,1.98,4.54,12.82,,High,5.36,1.36,Yes,Positive,
USER-00366,32.0,Female,7.01,0.01,2.84,13.13,Good,Low,6.09,0.55,No,Positive,
USER-00367,22.0,Female,9.75,3.47,1.85,6.53,Good,High,6.81,4.24,No,Neutral,
USER-00368,36.0,Male,4.53,7.57,0.78,6.74,Fair,High,7.28,4.7,No,Positive,
USER-00369,33.0,Female,6.29,3.69,0.26,2.37,Excellent,Medium,4.02,6.66,No,Negative,
USER-00370,30.0,,11.79,3.54,4.76,6.88,Poor,High,5.73,3.4,Yes,Positive,
USER-00371,62.0,Male,4.92,3.43,1.64,11.72,Good,Low,6.64,0.27,Yes,Positive,
USER-00372,65.0,Male,4.34,1.95,1.24,5.32,Fair,Medium,5.95,0.96,Yes,Neutral,
USER-00373,57.0,Female,10.64,6.12,3.07,11.69,Excellent,Low,8.71,9.25,Yes,Neutral,
USER-00374,64.0,Male,6.73,3.03,2.5,2.28,Poor,High,8.81,4.66,No,Neutral,
USER-00375,32.0,Female,5.41,7.93,0.48,2.25,Fair,Low,8.3,8.24,Yes,Neutral,
USER-00376,34.0,Other,8.08,3.5,0.77,6.67,Fair,Low,5.77,0.61,No,Negative,
USER-00377,59.0,Male,3.05,2.17,0.53,7.71,Poor,High,5.99,1.51,No,Negative,
USER-00378,54.0,Male,8.06,7.43,4.05,5.53,Fair,Medium,7.38,1.78,Yes,Negative,
USER-00379,50.0,Male,9.45,4.37,,4.35,Good,Low,4.03,invalid,Yes,Positive,
USER-00380,22.0,Other,10.27,3.89,4.72,6.18,invalid,High,5.41,4.94,Yes,Neutral,
USER-00381,21.0,Male,3.94,5.14,2.49,14.18,Poor,Low,7.91,invalid,No,Neutral,
USER-00382,34.0,Male,3.1,1.29,2.67,1.61,Fair,Medium,8.8,9.01,Yes,Neutral,
USER-00383,30.0,Other,8.05,1.18,4.13,12.27,Poor,Low,8.31,6.57,No,Neutral,
USER-00384,60.0,Male,9.71,3.66,3.0,10.61,Poor,Low,6.3,5.18,Yes,Negative,
USER-00385,54.0,Female,7.2,7.48,1.35,6.78,Excellent,Medium,4.09,0.68,Yes,Positive,
USER-00386,48.0,Other,5.91,7.83,4.72,2.52,Poor,Low,4.27,3.08,No,Neutral,
USER-00387,43.0,Male,1.01,0.23,2.57,1.45,Poor,Medium,8.47,8.23,Yes,Negative,
USER-00388,49.0,Female,2.48,4.19,0.88,8.6,Excellent,Medium,5.3,6.5,No,Neutral,
USER-00389,55.0,Male,3.4,7.19,1.78,7.01,Good,Medium,5.66,3.63,Yes,Neutral,
USER-00390,53.0,Other,3.91,1.24,2.56,1.41,Excellent,High,5.62,0.94,Yes,Neutral,
USER-00391,54.0,Male,6.17,4.33,2.81,5.14,Fair,High,5.48,2.18,Yes,Negative,
USER-00392,61.0,Female,5.97,6.59,3.62,8.09,Excellent,High,6.5,8.74,No,Positive,
USER-00393,24.0,Female,2.3,1.33,3.21,5.23,Fair,Low,8.25,1.28,No,Neutral,
USER-00394,49.0,Female,11.77,6.77,1.15,7.69,Good,High,5.86,3.83,No,Positive,
USER-00395,30.0,Male,11.01,7.09,0.13,13.94,Fair,Low,6.98,8.75,Yes,Negative,
USER-00396,28.0,Male,7.48,2.84,0.18,6.13,Excellent,Medium,8.23,4.05,No,Positive,
USER-00397,32.0,Female,2.98,7.8,3.76,11.85,Fair,invalid,6.02,1.15,No,Neutral,
USER-00398,35.0,Female,1.34,4.4,4.65,12.29,Excellent,Medium,8.33,7.02,Yes,Neutral,
USER-00399,25.0,Other,11.02,3.13,3.9,10.22,Excellent,High,5.7,8.95,Yes,Neutral,
USER-00400,64.0,Other,11.14,6.65,4.64,10.67,Excellent,High,5.53,,Yes,Positive,
USER-00401,60.0,Male,10.1,3.25,1.25,10.47,Poor,High,6.21,4.28,No,Negative,
USER-00402,34.0,Female,11.81,6.0,1.96,12.36,Good,High,5.53,7.44,invalid,Neutral,
USER-00403,54.0,Male,2.83,1.56,0.01,6.92,Excellent,Low,5.36,4.8,No,Neutral,
USER-00404,19.0,Male,10.63,3.3,0.08,6.74,Good,Medium,6.12,9.36,No,Neutral,
USER-00405,45.0,Male,7.76,2.66,4.21,9.37,Poor,Low,4.68,4.33,No,Negative,
USER-00406,46.0,Female,3.64,6.18,5.0,14.66,Excellent,High,7.65,0.73,No,Positive,
USER-00407,invalid,Male,5.47,5.52,3.81,1.14,Fair,High,8.94,7.97,Yes,Negative,
USER-00408,39.0,Male,11.92,1.87,0.87,9.82,Poor,Low,7.64,7.2,Yes,Neutral,
USER-00409,46.0,Male,3.56,0.43,0.32,7.48,Poor,High,6.2,2.68,No,Positive,
USER-00410,47.0,Male,8.95,4.38,0.15,14.29,Fair,Medium,5.39,4.94,No,Positive,
USER-00411,50.0,invalid,1.11,6.67,3.68,1.2,Good,Low,4.61,8.16,No,Positive,
USER-00412,40.0,Female,9.51,6.48,3.97,5.35,Good,Low,7.55,4.03,No,Negative,
USER-00413,38.0,Other,6.01,4.55,4.53,3.8,Poor,Medium,8.88,1.71,No,Negative,
USER-00414,30.0,Other,1.41,1.86,2.39,11.83,Good,Low,5.26,2.42,No,Neutral,
USER-00415,53.0,Female,5.22,4.2,,11.14,Poor,Low,8.55,6.99,Yes,Neutral,
USER-00416,44.0,Female,7.71,0.86,3.88,12.9,Good,Medium,5.47,2.49,Yes,Positive,
USER-00417,29.0,Other,5.81,7.2,0.0,4.77,Excellent,Medium,8.69,2.36,No,Positive,
USER-00418,54.0,Male,11.52,1.25,2.59,6.47,Good,Medium,8.81,9.88,No,Positive,
USER-00419,24.0,Female,5.89,2.5,3.12,,Good,High,7.05,9.07,Yes,Positive,
USER-00420,22.0,Female,6.5,4.67,2.33,1.78,Good,Low,5.29,0.11,No,Negative,
USER-00421,28.0,Other,4.69,6.8,2.82,8.46,Fair,Medium,5.25,2.96,No,Neutral,
USER-00422,47.0,Female,2.99,0.38,4.71,2.06,Good,Low,6.49,2.31,Yes,Positive,
USER-00423,54.0,Female,1.19,6.0,1.88,13.31,Fair,Low,4.91,0.74,Yes,Negative,
USER-00424,45.0,Male,5.83,5.35,2.63,6.62,Good,Low,4.89,0.77,No,Positive,
USER-00425,57.0,,3.06,0.62,3.8,,Good,Low,7.9,2.6,No,Neutral,
USER-00426,63.0,Female,1.16,0.96,1.31,10.45,Fair,Medium,7.79,5.0,Yes,Positive,
USER-00427,54.0,Other,7.69,3.38,3.85,1.01,Fair,Medium,8.36,4.02,No,Positive,
USER-00428,51.0,Female,invalid,3.42,4.93,3.55,Excellent,Medium,8.28,invalid,Yes,Negative,
USER-00429,30.0,Other,10.01,3.95,1.25,,Good,Low,5.38,7.45,No,Negative,
USER-00430,54.0,Female,1.44,6.62,2.49,6.87,Poor,Low,5.02,8.34,Yes,Negative,
USER-00431,31.0,Female,9.99,4.48,,7.24,Good,Low,8.12,1.4,No,Neutral,
USER-00432,60.0,Female,5.32,1.2,4.84,9.74,Fair,Low,8.75,7.42,Yes,Negative,
USER-00433,64.0,Other,8.44,7.62,1.57,13.08,Excellent,Medium,5.15,2.18,Yes,Negative,
USER-00434,22.0,Other,2.21,2.19,4.19,10.49,Fair,High,6.23,6.67,No,Neutral,
USER-00435,63.0,invalid,8.67,3.25,2.16,,Fair,Low,6.3,6.16,Yes,Neutral,
USER-00436,41.0,Male,7.07,2.31,2.41,5.94,Excellent,Low,6.33,0.78,No,Neutral,
USER-00437,48.0,Female,7.13,1.43,1.96,14.09,invalid,High,6.23,4.14,No,Neutral,
USER-00438,56.0,Male,4.99,3.64,2.78,6.73,,High,8.68,9.76,No,Neutral,
USER-00439,49.0,Female,5.17,7.7,1.49,4.85,Excellent,invalid,4.63,4.47,Yes,Negative,
USER-00440,60.0,Other,7.33,3.74,1.38,3.63,Poor,Medium,4.16,invalid,No,Positive,
USER-00441,21.0,Other,11.77,2.57,4.28,,Fair,Medium,6.64,3.57,No,Neutral,
USER-00442,27.0,Male,9.86,6.67,1.98,14.64,Excellent,,5.11,9.39,No,Positive,
USER-00443,58.0,Female,6.78,2.66,2.12,10.43,Good,Medium,7.15,1.92,Yes,Negative,
USER-00444,63.0,Other,1.7,0.13,0.75,8.75,Excellent,High,6.37,invalid,Yes,Negative,
USER-00445,32.0,Other,4.81,0.52,2.72,11.5,Excellent,Low,4.84,8.37,No,Neutral,
USER-00446,21.0,Female,7.84,3.71,3.47,3.06,Good,Low,5.37,2.82,Yes,Negative,
USER-00447,47.0,Other,9.93,0.34,2.56,14.61,invalid,High,7.38,4.9,Yes,Positive,
USER-00448,43.0,Other,8.43,5.01,0.56,6.99,Fair,Medium,7.76,8.11,Yes,Negative,
USER-00449,62.0,Other,6.77,7.81,1.06,6.48,Good,High,7.21,8.09,Yes,Neutral,
USER-00450,33.0,Male,3.89,6.66,4.55,7.25,Poor,High,6.52,4.78,No,Neutral,
USER-00451,26.0,Female,10.09,7.21,3.56,13.17,invalid,Medium,6.52,6.21,Yes,Neutral,
USER-00452,37.0,Other,4.98,invalid,0.26,4.61,Fair,Medium,6.02,2.38,No,Neutral,
USER-00453,62.0,Male,4.56,3.05,3.67,14.06,Fair,Medium,8.51,8.16,No,Positive,
USER-00454,36.0,Female,7.05,1.72,2.03,13.04,Poor,High,5.03,0.13,No,Positive,
USER-00455,54.0,Male,2.36,4.13,2.78,7.27,Poor,Medium,8.77,6.12,No,Negative,
USER-00456,65.0,Male,7.52,6.43,1.76,5.6,Poor,Medium,6.08,9.45,Yes,Positive,
USER-00457,22.0,Other,4.66,1.26,4.37,13.71,Good,Medium,6.38,2.58,Yes,Negative,
invalid,22.0,Female,7.24,2.92,1.34,3.11,Poor,Medium,5.79,1.8,No,Positive,
USER-00459,41.0,Other,8.77,4.64,4.64,9.89,Fair,Low,6.56,5.01,No,Neutral,
USER-00460,65.0,Female,11.72,6.26,4.61,14.62,Fair,Low,8.28,3.98,No,Positive,
USER-00461,40.0,Female,1.01,1.04,4.81,6.31,Poor,Low,5.94,2.26,Yes,Negative,
USER-00462,60.0,Other,3.47,7.5,1.13,9.05,Poor,Medium,4.56,2.8,Yes,Negative,
USER-00463,32.0,Other,4.91,4.31,0.91,14.55,Excellent,High,5.65,4.14,No,Negative,
USER-00464,24.0,Other,2.8,3.32,1.82,11.58,Fair,Medium,5.68,9.1,No,invalid,
USER-00465,41.0,Male,5.14,0.81,4.47,3.18,Poor,Medium,,0.13,No,Neutral,
USER-00466,40.0,Female,10.98,0.41,2.79,4.6,Poor,High,7.15,2.73,Yes,Neutral,
USER-00467,34.0,Female,5.73,6.9,2.57,14.77,Excellent,Low,4.45,9.78,Yes,Positive,
USER-00468,61.0,Female,9.34,3.79,3.69,5.47,Excellent,Low,5.27,2.63,Yes,Neutral,
USER-00469,23.0,Male,7.55,2.91,2.43,4.93,Poor,Low,5.61,1.34,Yes,Positive,
USER-00470,36.0,Female,11.87,2.47,3.22,8.7,Good,Medium,5.37,7.97,No,Neutral,
USER-00471,58.0,Other,9.22,0.81,2.07,13.51,Poor,Medium,8.27,1.67,No,Negative,
USER-00472,36.0,Other,3.74,6.59,4.56,7.51,Good,Low,4.65,2.69,No,Negative,
USER-00473,47.0,Male,4.08,1.9,0.78,8.3,Poor,Low,8.59,1.93,No,Negative,
USER-00474,51.0,Female,10.59,7.6,,9.18,Poor,Low,5.03,5.44,Yes,Neutral,
USER-00475,60.0,Male,4.56,6.41,0.81,1.04,Good,High,7.94,1.94,No,Negative,
USER-00476,42.0,Female,8.99,3.79,2.39,3.46,Fair,High,5.16,5.57,Yes,Positive,
USER-00477,49.0,Other,3.58,3.72,2.02,14.5,Excellent,Medium,7.19,9.59,Yes,Positive,
USER-00478,50.0,Female,7.59,0.53,4.81,13.12,,High,5.77,6.77,Yes,Negative,
USER-00479,31.0,Other,7.47,7.44,0.71,3.07,Good,High,7.96,8.03,Yes,Positive,
USER-00480,25.0,Other,8.35,4.56,1.02,10.42,Poor,Medium,6.47,9.83,Yes,Positive,
USER-00481,33.0,Other,10.91,6.72,2.16,3.73,Good,Low,4.56,6.67,No,Positive,
USER-00482,54.0,Other,2.19,4.28,3.15,6.58,Poor,Medium,4.31,9.58,No,Positive,
USER-00483,invalid,Other,10.98,5.39,1.66,2.12,Good,High,4.18,4.01,No,Positive,
USER-00484,20.0,Male,4.98,5.31,2.46,14.94,Poor,Low,4.94,1.31,No,Neutral,
USER-00485,21.0,Male,11.84,5.01,4.8,8.42,Good,High,5.91,3.16,No,Negative,
USER-00486,36.0,Other,5.81,5.12,3.86,13.85,Excellent,High,5.0,4.0,No,Positive,
USER-00487,30.0,Other,1.67,1.4,3.21,10.81,Poor,High,7.82,5.84,Yes,Neutral,
USER-00488,56.0,Male,6.39,1.49,2.97,11.84,Fair,Low,4.05,8.23,No,Positive,
USER-00489,56.0,,1.14,3.74,4.08,8.88,Good,Low,8.0,5.09,No,Positive,
USER-00490,invalid,Other,6.49,4.29,1.16,2.96,Fair,High,5.73,2.9,invalid,Neutral,
USER-00491,50.0,Male,5.73,1.31,3.8,7.91,Good,High,8.28,9.35,Yes,Positive,
USER-00492,60.0,Female,10.92,6.72,4.72,7.93,Poor,Medium,5.46,4.81,Yes,Negative,
USER-00493,38.0,Other,5.62,2.26,0.15,3.32,Poor,Low,4.88,5.6,Yes,Negative,
USER-00494,57.0,Other,7.81,2.9,3.12,3.72,Poor,Low,4.55,0.94,No,Neutral,
USER-00495,62.0,Male,2.82,0.11,0.09,7.87,Good,Medium,invalid,0.41,Yes,Positive,
USER-00496,43.0,Other,4.6,7.35,2.73,12.63,Fair,High,4.21,9.86,Yes,Neutral,
USER-00497,36.0,Female,9.05,3.5,4.98,9.17,Poor,High,4.36,7.31,Yes,Negative,
USER-00498,61.0,Male,3.67,7.71,0.15,5.89,Poor,High,5.03,5.05,No,Negative,
USER-00499,51.0,Female,8.06,2.73,2.83,14.15,Good,Low,5.7,5.46,No,Positive,
USER-00500,62.0,Male,5.83,6.49,3.67,6.13,Fair,High,6.81,1.62,Yes,Positive,
USER-00501,43.0,Male,4.22,5.39,1.78,7.0,Excellent,Low,4.95,5.26,No,Neutral,
USER-00502,39.0,Other,9.29,0.53,1.39,3.81,Fair,High,7.95,4.42,No,Positive,
USER-00503,59.0,Male,5.95,0.28,3.87,6.05,Fair,Medium,8.91,4.06,No,Positive,
USER-00504,42.0,Other,4.59,2.22,2.89,2.36,Good,Low,7.78,5.93,No,Negative,
USER-00505,21.0,Female,1.56,5.29,0.64,13.59,Good,Low,6.73,9.87,No,Positive,
USER-00506,42.0,invalid,10.22,2.18,4.45,14.41,Good,Medium,8.37,6.46,No,Negative,
USER-00507,37.0,Other,5.16,4.35,4.28,1.08,Fair,,6.78,6.32,Yes,Negative,
invalid,33.0,Other,3.33,0.09,0.74,2.54,Poor,Medium,8.26,2.48,Yes,Neutral,
,30.0,Male,4.83,invalid,,10.55,Good,Medium,7.17,5.34,Yes,Neutral,
USER-00510,45.0,Female,3.74,7.82,3.82,14.34,Poor,Low,6.15,5.96,Yes,Neutral,
USER-00511,21.0,Other,8.4,7.44,2.75,1.24,Good,Low,5.49,2.12,Yes,invalid,
USER-00512,59.0,Female,6.77,6.36,0.55,11.17,Good,Low,6.39,3.25,No,Positive,
USER-00513,53.0,Female,6.58,0.58,1.2,13.79,Excellent,Low,6.22,4.89,Yes,Neutral,
USER-00514,23.0,Female,10.63,7.46,1.95,2.78,Excellent,Low,4.31,5.95,Yes,Negative,
USER-00515,47.0,Male,8.16,4.84,3.87,1.18,Poor,Medium,4.87,3.78,Yes,Positive,
USER-00516,64.0,Female,10.7,4.55,0.4,4.46,Excellent,Low,7.42,3.73,No,Negative,
USER-00517,19.0,Other,7.91,2.28,4.45,3.68,Excellent,High,7.65,4.94,Yes,Positive,
USER-00518,22.0,,6.09,1.67,0.84,3.06,Excellent,Low,8.36,3.96,No,Negative,
USER-00519,53.0,Female,5.94,4.53,1.59,3.99,Good,Low,invalid,7.24,Yes,Negative,
USER-00520,38.0,Other,11.65,1.02,0.71,4.41,Fair,High,5.66,9.81,Yes,Neutral,
USER-00521,39.0,Male,2.16,5.25,4.51,4.98,Excellent,Low,6.2,5.46,Yes,Negative,
USER-00522,33.0,Male,5.51,2.62,1.29,1.27,Poor,High,5.27,4.1,Yes,Positive,
USER-00523,60.0,Male,10.55,4.59,2.0,8.18,Good,Low,5.05,5.42,No,Neutral,
USER-00524,37.0,Male,8.46,5.13,0.51,8.68,Good,Medium,7.24,4.43,No,Neutral,
USER-00525,22.0,Female,6.2,2.71,0.29,9.77,Excellent,Low,8.25,0.76,No,Positive,
USER-00526,62.0,invalid,11.69,2.16,0.43,2.74,Fair,Medium,7.36,9.87,Yes,Neutral,
USER-00527,34.0,invalid,8.89,6.03,1.08,13.56,Good,Medium,8.43,9.74,No,Positive,
USER-00528,,Female,4.39,7.56,3.71,3.41,Good,High,8.83,8.82,No,Negative,
USER-00529,45.0,Female,3.47,2.52,4.35,6.32,,Medium,6.41,0.94,No,Negative,
USER-00530,55.0,Female,10.75,0.26,1.92,1.13,Excellent,Medium,5.68,2.51,Yes,Negative,
USER-00531,38.0,Other,1.71,1.65,2.63,13.51,Fair,High,4.4,8.2,Yes,Negative,
USER-00532,41.0,Male,11.41,4.8,3.16,3.87,Excellent,High,5.21,5.68,No,Neutral,
